saddr,saddr_raw,daddr,daddr_raw,ipid,ttl,classification,success,sport,dport,udp_pkt_size,data,icmp_responder,icmp_type,icmp_code,icmp_unreach_str,repeat,cooldown,timestamp_str,timestamp_ts,timestamp_us,uri,observable,user_inserted,version,mtype,token,token_length,code,mid,options,data_length
94.232.21.8,135653470,192.168.0.123,2063640768,35138,49,udp,1,5683,54351,12,,,,,,0,1,2025-10-30T19:10:46.214+0100,1761847846,214705,/mirror,3,False,1,2,,0,4.05 Method Not Allowed,32112,,0
85.15.123.202,3397062485,192.168.0.123,2063640768,56529,52,udp,1,5683,50123,12,,,,,,0,1,2025-10-30T19:10:46.249+0100,1761847846,249788,/mirror,3,False,1,2,,0,4.05 Method Not Allowed,32112,,0
87.225.59.88,1480319319,192.168.0.123,2063640768,42785,54,udp,1,5683,52397,12,,,,,,0,1,2025-10-30T19:10:46.258+0100,1761847846,258100,/mirror,3,False,1,2,,0,4.05 Method Not Allowed,32112,,0
77.82.235.2,48976461,192.168.0.123,2063640768,23551,54,udp,1,5683,58342,12,,,,,,0,1,2025-10-30T19:10:46.307+0100,1761847846,307210,/mirror,3,False,1,2,,0,4.05 Method Not Allowed,32112,,0
87.240.16.163,2735796311,192.168.0.123,2063640768,47825,53,udp,1,5683,50715,12,,,,,,0,1,2025-10-30T19:10:58.397+0100,1761847858,397194,/uhp,3,False,1,2,,0,4.05 Method Not Allowed,32112,,0
89.222.188.197,3317489241,192.168.0.123,2063640768,47476,53,udp,1,5683,40899,12,,,,,,0,1,2025-10-30T19:10:58.397+0100,1761847858,397406,/uhp,3,False,1,2,,0,4.05 Method Not Allowed,32112,,0
89.208.111.229,3849310297,192.168.0.123,2063640768,12450,46,udp,1,5683,54719,12,,,,,,0,1,2025-10-30T19:10:58.397+0100,1761847858,397462,/uhp,3,False,1,2,,0,4.05 Method Not Allowed,32112,,0
94.231.155.188,3164333918,192.168.0.123,2063640768,19640,49,udp,1,5683,56279,12,,,,,,0,1,2025-10-30T19:10:58.397+0100,1761847858,397680,/uhp,3,False,1,2,,0,4.05 Method Not Allowed,32112,,0
95.152.4.43,721721439,192.168.0.123,2063640768,44532,54,udp,1,5683,57213,12,,,,,,0,1,2025-10-30T19:10:58.398+0100,1761847858,398335,/uhp,3,False,1,2,,0,4.05 Method Not Allowed,32112,,0
77.79.150.117,1972784973,192.168.0.123,2063640768,37929,47,udp,1,5683,42302,12,,,,,,0,1,2025-10-30T19:10:58.398+0100,1761847858,398360,/uhp,3,False,1,2,,0,4.05 Method Not Allowed,32112,,0
78.106.40.235,3945294414,192.168.0.123,2063640768,60607,51,udp,1,5683,55719,12,,,,,,0,1,2025-10-30T19:10:58.398+0100,1761847858,398662,/uhp,3,False,1,2,,0,4.05 Method Not Allowed,32112,,0
93.181.243.205,3455300957,192.168.0.123,2063640768,24727,54,udp,1,5683,35086,12,,,,,,0,1,2025-10-30T19:10:58.398+0100,1761847858,398935,/uhp,3,False,1,2,,0,4.05 Method Not Allowed,32112,,0
82.215.85.62,1045813074,192.168.0.123,2063640768,59753,52,udp,1,5683,40976,12,,,,,,0,1,2025-10-30T19:10:58.399+0100,1761847858,399056,/uhp,3,False,1,2,,0,4.05 Method Not Allowed,32112,,0
94.232.21.8,135653470,192.168.0.123,2063640768,37207,49,udp,1,5683,44248,12,,,,,,0,1,2025-10-30T19:10:58.399+0100,1761847858,399281,/uhp,3,False,1,2,,0,4.05 Method Not Allowed,32112,,0
85.15.123.202,3397062485,192.168.0.123,2063640768,58398,52,udp,1,5683,34493,12,,,,,,0,1,2025-10-30T19:10:58.407+0100,1761847858,407275,/uhp,3,False,1,2,,0,4.05 Method Not Allowed,32112,,0
87.225.59.88,1480319319,192.168.0.123,2063640768,43686,54,udp,1,5683,47212,12,,,,,,0,1,2025-10-30T19:10:58.420+0100,1761847858,420771,/uhp,3,False,1,2,,0,4.05 Method Not Allowed,32112,,0
77.82.235.2,48976461,192.168.0.123,2063640768,26384,54,udp,1,5683,36643,12,,,,,,0,1,2025-10-30T19:10:58.420+0100,1761847858,420941,/uhp,3,False,1,2,,0,4.05 Method Not Allowed,32112,,0
87.240.16.163,2735796311,192.168.0.123,2063640768,49050,53,udp,1,5683,35408,12,,,,,,0,1,2025-10-30T19:11:10.462+0100,1761847870,462752,/ndm/logout,3,False,1,2,,0,4.05 Method Not Allowed,32112,,0
94.231.155.188,3164333918,192.168.0.123,2063640768,21233,49,udp,1,5683,46882,12,,,,,,0,1,2025-10-30T19:11:10.465+0100,1761847870,465614,/ndm/logout,3,False,1,2,,0,4.05 Method Not Allowed,32112,,0
89.208.111.229,3849310297,192.168.0.123,2063640768,14099,46,udp,1,5683,49080,12,,,,,,0,1,2025-10-30T19:11:10.470+0100,1761847870,470654,/ndm/logout,3,False,1,2,,0,4.05 Method Not Allowed,32112,,0
89.222.188.197,3317489241,192.168.0.123,2063640768,50005,53,udp,1,5683,44255,12,,,,,,0,1,2025-10-30T19:11:10.470+0100,1761847870,470807,/ndm/logout,3,False,1,2,,0,4.05 Method Not Allowed,32112,,0
78.106.40.235,3945294414,192.168.0.123,2063640768,61186,51,udp,1,5683,40311,12,,,,,,0,1,2025-10-30T19:11:10.477+0100,1761847870,477485,/ndm/logout,3,False,1,2,,0,4.05 Method Not Allowed,32112,,0
95.152.4.43,721721439,192.168.0.123,2063640768,45770,54,udp,1,5683,48823,12,,,,,,0,1,2025-10-30T19:11:10.477+0100,1761847870,477681,/ndm/logout,3,False,1,2,,0,4.05 Method Not Allowed,32112,,0
93.181.243.205,3455300957,192.168.0.123,2063640768,24943,54,udp,1,5683,49052,12,,,,,,0,1,2025-10-30T19:11:10.477+0100,1761847870,477742,/ndm/logout,3,False,1,2,,0,4.05 Method Not Allowed,32112,,0
77.79.150.117,1972784973,192.168.0.123,2063640768,39491,48,udp,1,5683,53126,12,,,,,,0,1,2025-10-30T19:11:10.485+0100,1761847870,485276,/ndm/logout,3,False,1,2,,0,4.05 Method Not Allowed,32112,,0
82.215.85.62,1045813074,192.168.0.123,2063640768,60611,52,udp,1,5683,37692,12,,,,,,0,1,2025-10-30T19:11:10.501+0100,1761847870,501445,/ndm/logout,3,False,1,2,,0,4.05 Method Not Allowed,32112,,0
94.232.21.8,135653470,192.168.0.123,2063640768,39776,49,udp,1,5683,46540,12,,,,,,0,1,2025-10-30T19:11:10.502+0100,1761847870,502601,/ndm/logout,3,False,1,2,,0,4.05 Method Not Allowed,32112,,0
85.15.123.202,3397062485,192.168.0.123,2063640768,59078,52,udp,1,5683,34095,12,,,,,,0,1,2025-10-30T19:11:10.557+0100,1761847870,557199,/ndm/logout,3,False,1,2,,0,4.05 Method Not Allowed,32112,,0
87.225.59.88,1480319319,192.168.0.123,2063640768,46194,54,udp,1,5683,44343,12,,,,,,0,1,2025-10-30T19:11:10.571+0100,1761847870,571861,/ndm/logout,3,False,1,2,,0,4.05 Method Not Allowed,32112,,0
77.82.235.2,48976461,192.168.0.123,2063640768,28432,54,udp,1,5683,36049,12,,,,,,0,1,2025-10-30T19:11:10.595+0100,1761847870,595008,/ndm/logout,3,False,1,2,,0,4.05 Method Not Allowed,32112,,0
94.231.155.188,3164333918,192.168.0.123,2063640768,22298,50,udp,1,5683,43526,12,,,,,,0,1,2025-10-30T19:11:22.615+0100,1761847882,615019,/ndm/login,3,False,1,2,,0,4.05 Method Not Allowed,32112,,0
87.240.16.163,2735796311,192.168.0.123,2063640768,49550,53,udp,1,5683,40088,12,,,,,,0,1,2025-10-30T19:11:22.619+0100,1761847882,619166,/ndm/login,3,False,1,2,,0,4.05 Method Not Allowed,32112,,0
89.222.188.197,3317489241,192.168.0.123,2063640768,51119,53,udp,1,5683,40495,12,,,,,,0,1,2025-10-30T19:11:22.622+0100,1761847882,622488,/ndm/login,3,False,1,2,,0,4.05 Method Not Allowed,32112,,0
89.208.111.229,3849310297,192.168.0.123,2063640768,15057,46,udp,1,5683,35444,12,,,,,,0,1,2025-10-30T19:11:22.626+0100,1761847882,626078,/ndm/login,3,False,1,2,,0,4.05 Method Not Allowed,32112,,0
95.152.4.43,721721439,192.168.0.123,2063640768,47928,54,udp,1,5683,51289,12,,,,,,0,1,2025-10-30T19:11:22.631+0100,1761847882,631872,/ndm/login,3,False,1,2,,0,4.05 Method Not Allowed,32112,,0
78.106.40.235,3945294414,192.168.0.123,2063640768,62923,51,udp,1,5683,35979,12,,,,,,0,1,2025-10-30T19:11:22.634+0100,1761847882,634617,/ndm/login,3,False,1,2,,0,4.05 Method Not Allowed,32112,,0
77.79.150.117,1972784973,192.168.0.123,2063640768,42439,47,udp,1,5683,46083,12,,,,,,0,1,2025-10-30T19:11:22.635+0100,1761847882,635928,/ndm/login,3,False,1,2,,0,4.05 Method Not Allowed,32112,,0
93.181.243.205,3455300957,192.168.0.123,2063640768,26382,54,udp,1,5683,38390,12,,,,,,0,1,2025-10-30T19:11:22.639+0100,1761847882,639844,/ndm/login,3,False,1,2,,0,4.05 Method Not Allowed,32112,,0
82.215.85.62,1045813074,192.168.0.123,2063640768,63285,52,udp,1,5683,60765,12,,,,,,0,1,2025-10-30T19:11:22.653+0100,1761847882,653518,/ndm/login,3,False,1,2,,0,4.05 Method Not Allowed,32112,,0
94.232.21.8,135653470,192.168.0.123,2063640768,40880,49,udp,1,5683,36635,12,,,,,,0,1,2025-10-30T19:11:22.660+0100,1761847882,660818,/ndm/login,3,False,1,2,,0,4.05 Method Not Allowed,32112,,0
85.15.123.202,3397062485,192.168.0.123,2063640768,60410,52,udp,1,5683,48838,12,,,,,,0,1,2025-10-30T19:11:22.717+0100,1761847882,717707,/ndm/login,3,False,1,2,,0,4.05 Method Not Allowed,32112,,0
87.225.59.88,1480319319,192.168.0.123,2063640768,48062,54,udp,1,5683,52706,12,,,,,,0,1,2025-10-30T19:11:22.722+0100,1761847882,722669,/ndm/login,3,False,1,2,,0,4.05 Method Not Allowed,32112,,0
77.82.235.2,48976461,192.168.0.123,2063640768,29528,54,udp,1,5683,50172,12,,,,,,0,1,2025-10-30T19:11:22.738+0100,1761847882,738492,/ndm/login,3,False,1,2,,0,4.05 Method Not Allowed,32112,,0
94.231.155.188,3164333918,192.168.0.123,2063640768,25108,50,udp,1,5683,40026,135,"{""cid"":""f7bd7966-b713-11e9-8f23-8d46e1f774ae"",""http_port"":80,""type"":""router"",""name"":""Keenetic Start"",""version"":""0.3.5-1""}",,,,,0,1,2025-10-30T19:11:34.776+0100,1761847894,776152,/info,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT""}",121
87.240.16.163,2735796311,192.168.0.123,2063640768,51562,53,udp,1,5683,42167,144,"{""cid"":""174de54c-3bfa-11e6-8115-13607aa3116c"",""http_port"":80,""type"":""router"",""name"":""ZyXEL Keenetic Lite III"",""version"":""0.3.5-1""}",,,,,0,1,2025-10-30T19:11:34.778+0100,1761847894,778741,/info,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT""}",130
89.222.188.197,3317489241,192.168.0.123,2063640768,52132,53,udp,1,5683,52531,144,"{""cid"":""c585652e-30f9-11e6-8115-0d0c673c7fdb"",""http_port"":80,""type"":""router"",""name"":""ZyXEL Keenetic Start II"",""version"":""0.3.5-1""}",,,,,0,1,2025-10-30T19:11:34.778+0100,1761847894,778956,/info,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT""}",130
95.152.4.43,721721439,192.168.0.123,2063640768,50307,54,udp,1,5683,55414,144,"{""cid"":""890a25fc-e3f7-11e5-8115-cbe90231cc74"",""http_port"":80,""type"":""router"",""name"":""ZyXEL Keenetic Start II"",""version"":""0.3.5-1""}",,,,,0,1,2025-10-30T19:11:34.790+0100,1761847894,790667,/info,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT""}",130
89.208.111.229,3849310297,192.168.0.123,2063640768,16376,46,udp,1,5683,60579,132,"{""cid"":""8ef0084e-7799-11ea-9396-c7fa61dd1d6c"",""http_port"":80,""type"":""router"",""name"":""Keenetic Viva"",""version"":""0.3.5""}",,,,,0,1,2025-10-30T19:11:34.790+0100,1761847894,790875,/info,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT""}",118
93.181.243.205,3455300957,192.168.0.123,2063640768,27942,54,udp,1,5683,39515,144,"{""cid"":""b92bd652-db7e-11e6-8115-07deb9534fa0"",""http_port"":80,""type"":""router"",""name"":""ZyXEL Keenetic Lite III"",""version"":""0.3.5-1""}",,,,,0,1,2025-10-30T19:11:34.791+0100,1761847894,791961,/info,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT""}",130
78.106.40.235,3945294414,192.168.0.123,2063640768,76,51,udp,1,5683,35443,144,"{""cid"":""7e642234-04f8-11e6-8115-23fbbb32bc42"",""http_port"":80,""type"":""router"",""name"":""ZyXEL Keenetic Start II"",""version"":""0.3.5-1""}",,,,,0,1,2025-10-30T19:11:34.792+0100,1761847894,792207,/info,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT""}",130
77.79.150.117,1972784973,192.168.0.123,2063640768,44062,48,udp,1,5683,47884,211,"{""cloud"":true,""dpn"":true,""eula"":true,""password"":true,""cid"":""55e05d12-178f-11e9-9396-a55f94e77ee2"",""vendor"":""Keenetic"",""name"":""Keenetic Giga"",""type"":""router"",""version"":""4.02.C.6.3-1"",""http_port"":80}",,,,,0,1,2025-10-30T19:11:34.796+0100,1761847894,796786,/info,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT""}",197
82.215.85.62,1045813074,192.168.0.123,2063640768,64454,52,udp,1,5683,60484,212,"{""cloud"":true,""dpn"":true,""eula"":true,""password"":true,""cid"":""5bc98c1e-ab31-11ed-911a-2f75bda09488"",""vendor"":""Keenetic"",""name"":""Keenetic Extra"",""type"":""router"",""version"":""4.03.C.6.3-9"",""http_port"":80}",,,,,0,1,2025-10-30T19:11:34.815+0100,1761847894,815623,/info,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT""}",198
85.15.123.202,3397062485,192.168.0.123,2063640768,60711,52,udp,1,5683,45434,144,"{""cid"":""ce755e50-997c-11e6-8115-2d0dd11657d8"",""http_port"":80,""type"":""router"",""name"":""ZyXEL Keenetic Lite III"",""version"":""0.3.5-1""}",,,,,0,1,2025-10-30T19:11:34.871+0100,1761847894,871773,/info,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT""}",130
77.82.235.2,48976461,192.168.0.123,2063640768,30310,54,udp,1,5683,57754,142,"{""cid"":""ee68db6c-3679-11e6-8115-979365e08f37"",""http_port"":80,""type"":""router"",""name"":""ZyXEL Keenetic 4G III"",""version"":""0.3.5-1""}",,,,,0,1,2025-10-30T19:11:34.897+0100,1761847894,897316,/info,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT""}",128
87.225.59.88,1480319319,192.168.0.123,2063640768,49595,54,udp,1,5683,59197,144,"{""cid"":""b92a0e80-db7e-11e6-8115-31dbfc2c0ad8"",""http_port"":80,""type"":""router"",""name"":""ZyXEL Keenetic Lite III"",""version"":""0.3.5-1""}",,,,,0,1,2025-10-30T19:11:34.929+0100,1761847894,929196,/info,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT""}",130
94.232.21.8,135653470,192.168.0.123,2063640768,42164,49,udp,1,5683,40497,144,"{""cid"":""c3d43440-ba7d-11e6-8115-45946cccb89b"",""http_port"":80,""type"":""router"",""name"":""ZyXEL Keenetic Lite III"",""version"":""0.3.5-1""}",,,,,0,1,2025-10-30T19:11:34.933+0100,1761847894,933027,/info,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT""}",130
94.231.155.188,3164333918,192.168.0.123,2063640768,27205,49,udp,1,5683,54170,12,,,,,,0,1,2025-10-30T19:11:46.923+0100,1761847906,923746,/,3,True,1,2,,0,4.04 Not Found,32112,,0
89.222.188.197,3317489241,192.168.0.123,2063640768,54772,53,udp,1,5683,46240,12,,,,,,0,1,2025-10-30T19:11:46.926+0100,1761847906,926442,/,3,True,1,2,,0,4.04 Not Found,32112,,0
89.208.111.229,3849310297,192.168.0.123,2063640768,17911,46,udp,1,5683,34629,12,,,,,,0,1,2025-10-30T19:11:46.931+0100,1761847906,931389,/,3,True,1,2,,0,4.04 Not Found,32112,,0
87.240.16.163,2735796311,192.168.0.123,2063640768,54253,53,udp,1,5683,51067,12,,,,,,0,1,2025-10-30T19:11:46.932+0100,1761847906,932402,/,3,True,1,2,,0,4.04 Not Found,32112,,0
95.152.4.43,721721439,192.168.0.123,2063640768,52688,54,udp,1,5683,51732,12,,,,,,0,1,2025-10-30T19:11:46.936+0100,1761847906,936754,/,3,True,1,2,,0,4.04 Not Found,32112,,0
93.181.243.205,3455300957,192.168.0.123,2063640768,30633,54,udp,1,5683,35484,12,,,,,,0,1,2025-10-30T19:11:46.939+0100,1761847906,939364,/,3,True,1,2,,0,4.04 Not Found,32112,,0
77.79.150.117,1972784973,192.168.0.123,2063640768,45488,48,udp,1,5683,39327,12,,,,,,0,1,2025-10-30T19:11:46.943+0100,1761847906,943976,/,3,True,1,2,,0,4.04 Not Found,32112,,0
