saddr,uri,duration,updates
18.194.24.148,/efento/t,600,"[""NO UPDATES""]"
18.153.159.175,/efento/t,600,"[""NO UPDATES""]"
31.58.245.218,/efento/t,600,"[""NO UPDATES""]"
1.22.174.11,/device/inform/data,600,"[""NO UPDATES""]"
