saddr,saddr_raw,daddr,daddr_raw,ipid,ttl,classification,success,sport,dport,udp_pkt_size,data,icmp_responder,icmp_type,icmp_code,icmp_unreach_str,repeat,cooldown,timestamp_str,timestamp_ts,timestamp_us,version,mtype,token-length,code,mid,token,options
62.182.74.183,3075126846,192.168.0.123,2063640768,26426,243,udp,1,5683,58134,99,"</register>,</ndm/dis>,</ndm/ci>,</mirror>,</uhp>,</ndm/logout>,</ndm/login>,</info>",,,,,0,1,2025-10-22T11:42:32.016+0200,1761126152,16291,1,2,0,2.05 Content,32112,,"{""CONTENT_FORMAT"": ""LINKFORMAT""}"
62.140.233.64,1089047614,192.168.0.123,2063640768,59312,52,udp,1,5683,39175,99,"</register>,</ndm/dis>,</ndm/ci>,</mirror>,</uhp>,</ndm/logout>,</ndm/login>,</info>",,,,,0,1,2025-10-22T11:42:32.018+0200,1761126152,18226,1,2,0,2.05 Content,32112,,"{""CONTENT_FORMAT"": ""LINKFORMAT""}"
35.181.79.159,2672801059,192.168.0.123,2063640768,48282,55,udp,1,5683,56583,51,"</api>,</api/v1>,</.well-known/core>",,,,,0,1,2025-10-22T11:42:32.028+0200,1761126152,28327,1,2,0,2.05 Content,32112,,"{""CONTENT_FORMAT"": ""LINKFORMAT""}"
46.158.162.162,2728566318,192.168.0.123,2063640768,434,53,udp,1,5683,57682,99,"</register>,</ndm/dis>,</ndm/ci>,</mirror>,</uhp>,</ndm/logout>,</ndm/login>,</info>",,,,,0,1,2025-10-22T11:42:32.033+0200,1761126152,33220,1,2,0,2.05 Content,32112,,"{""CONTENT_FORMAT"": ""LINKFORMAT""}"
37.75.203.6,113986341,192.168.0.123,2063640768,37686,46,udp,1,5683,37824,99,"</register>,</ndm/dis>,</ndm/ci>,</mirror>,</uhp>,</ndm/logout>,</ndm/login>,</info>",,,,,0,1,2025-10-22T11:42:32.034+0200,1761126152,34031,1,2,0,2.05 Content,32112,,"{""CONTENT_FORMAT"": ""LINKFORMAT""}"
37.113.187.140,2361094437,192.168.0.123,2063640768,13243,54,udp,1,5683,50600,99,"</register>,</ndm/dis>,</ndm/ci>,</mirror>,</uhp>,</ndm/logout>,</ndm/login>,</info>",,,,,0,1,2025-10-22T11:42:32.034+0200,1761126152,34089,1,2,0,2.05 Content,32112,,"{""CONTENT_FORMAT"": ""LINKFORMAT""}"
46.165.16.121,2031133998,192.168.0.123,2063640768,25450,54,udp,1,5683,43137,99,"</register>,</ndm/dis>,</ndm/ci>,</mirror>,</uhp>,</ndm/logout>,</ndm/login>,</info>",,,,,0,1,2025-10-22T11:42:32.037+0200,1761126152,37901,1,2,0,2.05 Content,32112,,"{""CONTENT_FORMAT"": ""LINKFORMAT""}"
37.232.152.205,3449350181,192.168.0.123,2063640768,49328,47,udp,1,5683,58346,99,"</register>,</ndm/dis>,</ndm/ci>,</mirror>,</uhp>,</ndm/logout>,</ndm/login>,</info>",,,,,0,1,2025-10-22T11:42:32.039+0200,1761126152,39777,1,2,0,2.05 Content,32112,,"{""CONTENT_FORMAT"": ""LINKFORMAT""}"
46.44.38.11,187051054,192.168.0.123,2063640768,4537,52,udp,1,5683,44573,99,"</register>,</ndm/dis>,</ndm/ci>,</mirror>,</uhp>,</ndm/logout>,</ndm/login>,</info>",,,,,0,1,2025-10-22T11:42:32.044+0200,1761126152,44660,1,2,0,2.05 Content,32112,,"{""CONTENT_FORMAT"": ""LINKFORMAT""}"
46.72.165.111,1873102894,192.168.0.123,2063640768,9467,48,udp,1,5683,44203,99,"</register>,</ndm/dis>,</ndm/ci>,</mirror>,</uhp>,</ndm/logout>,</ndm/login>,</info>",,,,,0,1,2025-10-22T11:42:32.045+0200,1761126152,45494,1,2,0,2.05 Content,32112,,"{""CONTENT_FORMAT"": ""LINKFORMAT""}"
