saddr,saddr_raw,daddr,daddr_raw,ipid,ttl,classification,success,sport,dport,udp_pkt_size,data,icmp_responder,icmp_type,icmp_code,icmp_unreach_str,repeat,cooldown,timestamp_str,timestamp_ts,timestamp_us,uri,observable,version,mtype,token,token_length,code,mid,options,data_length
47.117.126.155,2608756015,192.168.0.123,2063640768,52061,45,udp,1,5683,51307,51,"</auth>,</topic>,</.well-known/core>",,,,,0,0,2025-10-30T18:46:17.342+0100,1761846377,342454,/.well-known/core,3,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""LINKFORMAT""}",36
46.187.104.42,711506734,192.168.0.123,2063640768,15989,47,udp,1,5683,39203,99,"</register>,</ndm/dis>,</ndm/ci>,</mirror>,</uhp>,</ndm/logout>,</ndm/login>,</info>",,,,,0,0,2025-10-30T18:46:28.225+0100,1761846388,225170,/.well-known/core,3,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""LINKFORMAT""}",84
58.16.34.78,1310855226,192.168.0.123,2063640768,15100,36,udp,1,5683,33976,12,,,,,,0,0,2025-10-30T18:46:28.653+0100,1761846388,653851,/.well-known/core,3,1,2,,0,4.00 Bad Request,32112,,0
49.145.119.241,4051145009,192.168.0.123,2063640768,0,52,udp,1,5683,44691,524,"</>;title=""General Info"";ct=0,</qlink/searchfh>;title=qlink/searchfh,</qlink/searchgw>;title=qlink/searchgw,</qlink/request>;title=qlink/request,</qlink/success>;title=qlink/success,</device/inform/bootstrap>;title=device/inform/bootstrap,</device/inform/boot>;title=device/inform/boot,</device/inform/syncreq>;title=device/inform/syncreq,</device/inform/offline>;title=device/inform/offline,</device/inform/heartbeat>;title=device/inform/heartbeat,</device/inform/data>;title=device/inform/data,</async>;ct=0",,,,,0,0,2025-10-30T18:46:29.614+0100,1761846389,614936,/.well-known/core,3,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""LINKFORMAT""}",509
49.147.96.169,2841678641,192.168.0.123,2063640768,0,52,udp,1,5683,42517,524,"</>;title=""General Info"";ct=0,</qlink/searchfh>;title=qlink/searchfh,</qlink/searchgw>;title=qlink/searchgw,</qlink/request>;title=qlink/request,</qlink/success>;title=qlink/success,</device/inform/bootstrap>;title=device/inform/bootstrap,</device/inform/boot>;title=device/inform/boot,</device/inform/syncreq>;title=device/inform/syncreq,</device/inform/offline>;title=device/inform/offline,</device/inform/heartbeat>;title=device/inform/heartbeat,</device/inform/data>;title=device/inform/data,</async>;ct=0",,,,,0,0,2025-10-30T18:46:47.005+0100,1761846407,5023,/.well-known/core,3,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""LINKFORMAT""}",509
37.140.2.80,1342344229,192.168.0.123,2063640768,4524,53,udp,1,5683,43731,99,"</register>,</ndm/dis>,</ndm/ci>,</mirror>,</uhp>,</ndm/logout>,</ndm/login>,</info>",,,,,0,0,2025-10-30T18:47:50.460+0100,1761846470,460580,/.well-known/core,3,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""LINKFORMAT""}",84
60.53.11.84,1410020668,192.168.0.123,2063640768,47212,51,udp,1,5683,51625,575,"</>;title=""General Info"";ct=0,</qlink/searchfh>;title=qlink/searchfh,</qlink/searchgw>;title=qlink/searchgw,</qlink/request>;title=qlink/request,</qlink/success>;title=qlink/success,</device/inform/bootstrap>;title=device/inform/bootstrap,</device/inform/boot>;title=device/inform/boot,</device/inform/syncreq>;title=device/inform/syncreq,</device/inform/offline>;title=device/inform/offline,</device/inform/heartbeat>;title=device/inform/heartbeat,</device/inform/data>;title=device/inform/data,</device/inform/change>;title=device/inform/change,</async>;ct=0",,,,,0,0,2025-10-30T18:47:56.281+0100,1761846476,281704,/.well-known/core,3,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""LINKFORMAT""}",560
42.248.146.190,3197302826,192.168.0.123,2063640768,54759,50,udp,1,5683,58588,12,,,,,,0,0,2025-10-30T18:48:27.692+0100,1761846507,692649,/.well-known/core,3,1,2,,0,4.00 Bad Request,32112,,0
46.22.251.151,2549814830,192.168.0.123,2063640768,64367,53,udp,1,5683,39018,99,"</register>,</ndm/dis>,</ndm/ci>,</mirror>,</uhp>,</ndm/logout>,</ndm/login>,</info>",,,,,0,0,2025-10-30T18:48:28.461+0100,1761846508,461750,/.well-known/core,3,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""LINKFORMAT""}",84
49.149.115.93,1567855921,192.168.0.123,2063640768,0,50,udp,1,5683,39476,524,"</>;title=""General Info"";ct=0,</qlink/searchfh>;title=qlink/searchfh,</qlink/searchgw>;title=qlink/searchgw,</qlink/request>;title=qlink/request,</qlink/success>;title=qlink/success,</device/inform/bootstrap>;title=device/inform/bootstrap,</device/inform/boot>;title=device/inform/boot,</device/inform/syncreq>;title=device/inform/syncreq,</device/inform/offline>;title=device/inform/offline,</device/inform/heartbeat>;title=device/inform/heartbeat,</device/inform/data>;title=device/inform/data,</async>;ct=0",,,,,0,0,2025-10-30T18:48:30.248+0100,1761846510,248332,/.well-known/core,3,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""LINKFORMAT""}",509
