saddr,uri,duration,updates
59.89.249.172,/device/inform/data,600,"[""NO UPDATES""]"
42.63.241.156,/device/inform/data,600,"[""NO UPDATES""]"
36.158.121.91,/device/inform/data,600,"[""NO UPDATES""]"
