saddr,saddr_raw,daddr,daddr_raw,ipid,ttl,classification,success,sport,dport,udp_pkt_size,data,icmp_responder,icmp_type,icmp_code,icmp_unreach_str,repeat,cooldown,timestamp_str,timestamp_ts,timestamp_us,version,mtype,token-length,code,mid,token,options
46.160.209.194,3268517934,192.168.0.123,2063640768,32751,48,udp,1,5683,57336,99,"</register>,</ndm/dis>,</ndm/ci>,</mirror>,</uhp>,</ndm/logout>,</ndm/login>,</info>",,,,,0,1,2025-10-28T15:49:08.094+0100,1761662948,94483,1,2,0,2.05 Content,32112,,"{""CONTENT_FORMAT"": ""LINKFORMAT""}"
46.34.132.14,243540526,192.168.0.123,2063640768,40347,46,udp,1,5683,60035,99,"</register>,</ndm/dis>,</ndm/ci>,</mirror>,</uhp>,</ndm/logout>,</ndm/login>,</info>",,,,,0,1,2025-10-28T15:49:08.096+0100,1761662948,96498,1,2,0,2.05 Content,32112,,"{""CONTENT_FORMAT"": ""LINKFORMAT""}"
46.72.191.110,1858029614,192.168.0.123,2063640768,14711,48,udp,1,5683,46129,99,"</register>,</ndm/dis>,</ndm/ci>,</mirror>,</uhp>,</ndm/logout>,</ndm/login>,</info>",,,,,0,1,2025-10-28T15:49:08.112+0100,1761662948,112179,1,2,0,2.05 Content,32112,,"{""CONTENT_FORMAT"": ""LINKFORMAT""}"
46.163.129.153,2575409966,192.168.0.123,2063640768,58452,50,udp,1,5683,43035,99,"</register>,</ndm/dis>,</ndm/ci>,</mirror>,</uhp>,</ndm/logout>,</ndm/login>,</info>",,,,,0,1,2025-10-28T15:49:08.114+0100,1761662948,114616,1,2,0,2.05 Content,32112,,"{""CONTENT_FORMAT"": ""LINKFORMAT""}"
45.84.69.171,2873447469,192.168.0.123,2063640768,3116,46,udp,1,5683,60542,99,"</register>,</ndm/dis>,</ndm/ci>,</mirror>,</uhp>,</ndm/logout>,</ndm/login>,</info>",,,,,0,1,2025-10-28T15:49:08.119+0100,1761662948,119636,1,2,0,2.05 Content,32112,,"{""CONTENT_FORMAT"": ""LINKFORMAT""}"
46.233.254.99,1677650222,192.168.0.123,2063640768,48652,49,udp,1,5683,39744,99,"</register>,</ndm/dis>,</ndm/ci>,</mirror>,</uhp>,</ndm/logout>,</ndm/login>,</info>",,,,,0,1,2025-10-28T15:49:08.130+0100,1761662948,130911,1,2,0,2.05 Content,32112,,"{""CONTENT_FORMAT"": ""LINKFORMAT""}"
37.232.229.8,149284901,192.168.0.123,2063640768,26767,47,udp,1,5683,51028,99,"</register>,</ndm/dis>,</ndm/ci>,</mirror>,</uhp>,</ndm/logout>,</ndm/login>,</info>",,,,,0,1,2025-10-28T15:49:08.133+0100,1761662948,133301,1,2,0,2.05 Content,32112,,"{""CONTENT_FORMAT"": ""LINKFORMAT""}"
37.193.126.23,394182949,192.168.0.123,2063640768,62769,52,udp,1,5683,34086,99,"</register>,</ndm/dis>,</ndm/ci>,</mirror>,</uhp>,</ndm/logout>,</ndm/login>,</info>",,,,,0,1,2025-10-28T15:49:08.140+0100,1761662948,140132,1,2,0,2.05 Content,32112,,"{""CONTENT_FORMAT"": ""LINKFORMAT""}"
50.149.110.180,3027146034,192.168.0.123,2063640768,34506,36,udp,1,5683,42012,29,,,,,,0,1,2025-10-28T15:49:08.147+0100,1761662948,147784,1,0,0,GET,32112,,"{""URI_PATH"": "".well-known""}"
37.235.160.180,3030444837,192.168.0.123,2063640768,21292,52,udp,1,5683,36850,99,"</register>,</ndm/dis>,</ndm/ci>,</mirror>,</uhp>,</ndm/logout>,</ndm/login>,</info>",,,,,0,1,2025-10-28T15:49:08.177+0100,1761662948,177564,1,2,0,2.05 Content,32112,,"{""CONTENT_FORMAT"": ""LINKFORMAT""}"
49.144.223.28,484413489,192.168.0.123,2063640768,0,52,udp,1,5683,54015,524,"</>;title=""General Info"";ct=0,</qlink/searchfh>;title=qlink/searchfh,</qlink/searchgw>;title=qlink/searchgw,</qlink/request>;title=qlink/request,</qlink/success>;title=qlink/success,</device/inform/bootstrap>;title=device/inform/bootstrap,</device/inform/boot>;title=device/inform/boot,</device/inform/syncreq>;title=device/inform/syncreq,</device/inform/offline>;title=device/inform/offline,</device/inform/heartbeat>;title=device/inform/heartbeat,</device/inform/data>;title=device/inform/data,</async>;ct=0",,,,,0,1,2025-10-28T15:49:08.235+0100,1761662948,235924,1,2,0,2.05 Content,32112,,"{""CONTENT_FORMAT"": ""LINKFORMAT""}"
