saddr,saddr_raw,daddr,daddr_raw,ipid,ttl,classification,success,sport,dport,udp_pkt_size,data,icmp_responder,icmp_type,icmp_code,icmp_unreach_str,repeat,cooldown,timestamp_str,timestamp_ts,timestamp_us,observable,version,mtype,token,token_length,code,mid,options,data_length,uri
188.187.175.106,1789901756,192.168.0.123,2063640768,52007,54,udp,1,5683.0,38229.0,99.0,"</register>,</ndm/dis>,</ndm/ci>,</mirror>,</uhp>,</ndm/logout>,</ndm/login>,</info>",,,,,0,0,2025-10-31T21:23:45.356+0100,1761942225,356316,False,1.0,2.0,,0.0,2.05 Content,32112.0,"{""CONTENT_FORMAT"": ""LINKFORMAT""}",84.0,/.well-known/core
183.220.96.85,1432411319,192.168.0.123,2063640768,47964,40,udp,1,5683.0,57891.0,285.0,"</qlink>,</qlink/searchgw>,</device>,</device/inform>,</device/inform/boot>,</device/inform/bootstrap>,</device/inform/data>,</device/inform/heartbeat>,</device/inform/offline>,</ekit>,</ekit/boot>,</ekit/bootstrap>,</ekit/heartbeat>,</ekit/searchgw>,</.well-known/core>",,,,,0,0,2025-10-31T21:23:47.163+0100,1761942227,163695,False,1.0,2.0,,0.0,2.05 Content,32112.0,"{""CONTENT_FORMAT"": ""LINKFORMAT""}",270.0,/.well-known/core
180.195.85.239,4015375284,192.168.0.123,2063640768,0,50,udp,1,5683.0,35126.0,524.0,"</>;title=""General Info"";ct=0,</qlink/searchfh>;title=qlink/searchfh,</qlink/searchgw>;title=qlink/searchgw,</qlink/request>;title=qlink/request,</qlink/success>;title=qlink/success,</device/inform/bootstrap>;title=device/inform/bootstrap,</device/inform/boot>;title=device/inform/boot,</device/inform/syncreq>;title=device/inform/syncreq,</device/inform/offline>;title=device/inform/offline,</device/inform/heartbeat>;title=device/inform/heartbeat,</device/inform/data>;title=device/inform/data,</async>;ct=0",,,,,0,0,2025-10-31T21:23:52.576+0100,1761942232,576839,False,1.0,2.0,,0.0,2.05 Content,32112.0,"{""CONTENT_FORMAT"": ""LINKFORMAT""}",509.0,/.well-known/core
172.236.189.167,2814241964,192.168.0.123,2063640768,31983,46,udp,1,5683.0,59118.0,29.0,,,,,,0,0,2025-10-31T21:24:01.323+0100,1761942241,323645,False,1.0,0.0,,0.0,GET,32112.0,"{""URI_PATH"": "".well-known""}",0.0,/.well-known/core
183.236.236.82,1391258807,192.168.0.123,2063640768,64832,42,udp,1,5683.0,44552.0,12.0,,,,,,0,0,2025-10-31T21:24:04.045+0100,1761942244,45113,False,1.0,2.0,,0.0,4.00 Bad Request,32112.0,,0.0,/.well-known/core
178.167.71.98,1648863154,192.168.0.123,2063640768,60259,53,udp,1,5683.0,36355.0,99.0,"</register>,</ndm/dis>,</ndm/ci>,</mirror>,</uhp>,</ndm/logout>,</ndm/login>,</info>",,,,,0,0,2025-10-31T21:24:04.953+0100,1761942244,953234,False,1.0,2.0,,0.0,2.05 Content,32112.0,"{""CONTENT_FORMAT"": ""LINKFORMAT""}",84.0,/.well-known/core
183.220.120.242,4068007095,192.168.0.123,2063640768,30667,40,udp,1,5683.0,46458.0,12.0,,,,,,0,0,2025-10-31T21:24:19.504+0100,1761942259,504513,False,1.0,2.0,,0.0,4.00 Bad Request,32112.0,,0.0,/.well-known/core
188.243.173.62,1051587516,192.168.0.123,2063640768,2800,52,udp,1,5683.0,55023.0,99.0,"</register>,</ndm/dis>,</ndm/ci>,</mirror>,</uhp>,</ndm/logout>,</ndm/login>,</info>",,,,,0,0,2025-10-31T21:27:02.392+0100,1761942422,392940,False,1.0,2.0,,0.0,2.05 Content,32112.0,"{""CONTENT_FORMAT"": ""LINKFORMAT""}",84.0,/.well-known/core
180.194.243.170,2868101812,192.168.0.123,2063640768,0,52,udp,1,5683.0,44386.0,524.0,"</>;title=""General Info"";ct=0,</qlink/searchfh>;title=qlink/searchfh,</qlink/searchgw>;title=qlink/searchgw,</qlink/request>;title=qlink/request,</qlink/success>;title=qlink/success,</device/inform/bootstrap>;title=device/inform/bootstrap,</device/inform/boot>;title=device/inform/boot,</device/inform/syncreq>;title=device/inform/syncreq,</device/inform/offline>;title=device/inform/offline,</device/inform/heartbeat>;title=device/inform/heartbeat,</device/inform/data>;title=device/inform/data,</async>;ct=0",,,,,0,0,2025-10-31T21:27:10.707+0100,1761942430,707114,False,1.0,2.0,,0.0,2.05 Content,32112.0,"{""CONTENT_FORMAT"": ""LINKFORMAT""}",509.0,/.well-known/core
188.232.135.64,1082648764,192.168.0.123,2063640768,2612,54,udp,1,5683.0,46887.0,99.0,"</register>,</ndm/dis>,</ndm/ci>,</mirror>,</uhp>,</ndm/logout>,</ndm/login>,</info>",,,,,0,0,2025-10-31T21:28:20.699+0100,1761942500,699035,False,1.0,2.0,,0.0,2.05 Content,32112.0,"{""CONTENT_FORMAT"": ""LINKFORMAT""}",84.0,/.well-known/core
