saddr,saddr_raw,daddr,daddr_raw,ipid,ttl,classification,success,sport,dport,udp_pkt_size,data,icmp_responder,icmp_type,icmp_code,icmp_unreach_str,repeat,cooldown,timestamp_str,timestamp_ts,timestamp_us
60.48.34.213,3575787580,192.168.0.123,2063640768,39755,51,udp,1,5683,56415,575,60457d70c128ff3c2f3e3b7469746c653d2247656e6572616c20496e666f223b63743d302c3c2f716c696e6b2f73656172636866683e3b7469746c653d716c696e6b2f73656172636866682c3c2f716c696e6b2f73656172636867773e3b7469746c653d716c696e6b2f73656172636867772c3c2f716c696e6b2f726571756573743e3b7469746c653d716c696e6b2f726571756573742c3c2f716c696e6b2f737563636573733e3b7469746c653d716c696e6b2f737563636573732c3c2f6465766963652f696e666f726d2f626f6f7473747261703e3b7469746c653d6465766963652f696e666f726d2f626f6f7473747261702c3c2f6465766963652f696e666f726d2f626f6f743e3b7469746c653d6465766963652f696e666f726d2f626f6f742c3c2f6465766963652f696e666f726d2f73796e637265713e3b7469746c653d6465766963652f696e666f726d2f73796e637265712c3c2f6465766963652f696e666f726d2f6f66666c696e653e3b7469746c653d6465766963652f696e666f726d2f6f66666c696e652c3c2f6465766963652f696e666f726d2f6865617274626561743e3b7469746c653d6465766963652f696e666f726d2f6865617274626561742c3c2f6465766963652f696e666f726d2f646174613e3b7469746c653d6465766963652f696e666f726d2f646174612c3c2f6465766963652f696e666f726d2f6368616e67653e3b7469746c653d6465766963652f696e666f726d2f6368616e67652c3c2f6173796e633e3b63743d30,,,,,0,0,2025-10-28T15:53:08.942+0100,1761663188,942301
58.215.243.42,720623418,192.168.0.123,2063640768,9835,49,udp,1,5683,49869,12,60807d70,,,,,0,0,2025-10-28T15:53:09.950+0100,1761663189,950871
49.146.192.104,1757450801,192.168.0.123,2063640768,0,52,udp,1,5683,53415,524,60457d70c128ff3c2f3e3b7469746c653d2247656e6572616c20496e666f223b63743d302c3c2f716c696e6b2f73656172636866683e3b7469746c653d716c696e6b2f73656172636866682c3c2f716c696e6b2f73656172636867773e3b7469746c653d716c696e6b2f73656172636867772c3c2f716c696e6b2f726571756573743e3b7469746c653d716c696e6b2f726571756573742c3c2f716c696e6b2f737563636573733e3b7469746c653d716c696e6b2f737563636573732c3c2f6465766963652f696e666f726d2f626f6f7473747261703e3b7469746c653d6465766963652f696e666f726d2f626f6f7473747261702c3c2f6465766963652f696e666f726d2f626f6f743e3b7469746c653d6465766963652f696e666f726d2f626f6f742c3c2f6465766963652f696e666f726d2f73796e637265713e3b7469746c653d6465766963652f696e666f726d2f73796e637265712c3c2f6465766963652f696e666f726d2f6f66666c696e653e3b7469746c653d6465766963652f696e666f726d2f6f66666c696e652c3c2f6465766963652f696e666f726d2f6865617274626561743e3b7469746c653d6465766963652f696e666f726d2f6865617274626561742c3c2f6465766963652f696e666f726d2f646174613e3b7469746c653d6465766963652f696e666f726d2f646174612c3c2f6173796e633e3b63743d30,,,,,0,0,2025-10-28T15:53:10.545+0100,1761663190,545043
49.146.237.165,2783810097,192.168.0.123,2063640768,0,52,udp,1,5683,40690,524,60457d70c128ff3c2f3e3b7469746c653d2247656e6572616c20496e666f223b63743d302c3c2f716c696e6b2f73656172636866683e3b7469746c653d716c696e6b2f73656172636866682c3c2f716c696e6b2f73656172636867773e3b7469746c653d716c696e6b2f73656172636867772c3c2f716c696e6b2f726571756573743e3b7469746c653d716c696e6b2f726571756573742c3c2f716c696e6b2f737563636573733e3b7469746c653d716c696e6b2f737563636573732c3c2f6465766963652f696e666f726d2f626f6f7473747261703e3b7469746c653d6465766963652f696e666f726d2f626f6f7473747261702c3c2f6465766963652f696e666f726d2f626f6f743e3b7469746c653d6465766963652f696e666f726d2f626f6f742c3c2f6465766963652f696e666f726d2f73796e637265713e3b7469746c653d6465766963652f696e666f726d2f73796e637265712c3c2f6465766963652f696e666f726d2f6f66666c696e653e3b7469746c653d6465766963652f696e666f726d2f6f66666c696e652c3c2f6465766963652f696e666f726d2f6865617274626561743e3b7469746c653d6465766963652f696e666f726d2f6865617274626561742c3c2f6465766963652f696e666f726d2f646174613e3b7469746c653d6465766963652f696e666f726d2f646174612c3c2f6173796e633e3b63743d30,,,,,0,0,2025-10-28T15:53:12.495+0100,1761663192,495712
42.227.5.68,1141236522,192.168.0.123,2063640768,39693,36,udp,1,5683,41624,112,60457d70c128ff3c2f716c696e6b2f7365617263686465766963653e3b7469746c653d22514c494e4b2d46494e44205265736f75726365222c3c2f716c696e6b2f6e6574696e666f3e3b7469746c653d22514c494e4b2d4e4554494e464f205265736f7572636522,,,,,0,0,2025-10-28T15:53:19.746+0100,1761663199,746256
39.183.170.18,313177895,192.168.0.123,2063640768,15404,42,udp,1,5683,57233,112,60457d70c128ff3c2f716c696e6b2f7365617263686465766963653e3b7469746c653d22514c494e4b2d46494e44205265736f75726365222c3c2f716c696e6b2f6e6574696e666f3e3b7469746c653d22514c494e4b2d4e4554494e464f205265736f7572636522,,,,,0,0,2025-10-28T15:53:23.964+0100,1761663203,964677
35.177.195.140,2361635107,192.168.0.123,2063640768,36070,54,udp,1,5683,43538,93,60457d70c128ff3c2f633e2c3c2f743e2c3c2f693e3b7469746c653d22446576696365496e666f222c3c2f6d3e3b7469746c653d224d6561737572656d656e74222c3c2f2e77656c6c2d6b6e6f776e2f636f72653e,,,,,0,0,2025-10-28T15:53:24.052+0100,1761663204,52374
49.145.125.227,3816657201,192.168.0.123,2063640768,0,50,udp,1,5683,35990,524,60457d70c128ff3c2f3e3b7469746c653d2247656e6572616c20496e666f223b63743d302c3c2f716c696e6b2f73656172636866683e3b7469746c653d716c696e6b2f73656172636866682c3c2f716c696e6b2f73656172636867773e3b7469746c653d716c696e6b2f73656172636867772c3c2f716c696e6b2f726571756573743e3b7469746c653d716c696e6b2f726571756573742c3c2f716c696e6b2f737563636573733e3b7469746c653d716c696e6b2f737563636573732c3c2f6465766963652f696e666f726d2f626f6f7473747261703e3b7469746c653d6465766963652f696e666f726d2f626f6f7473747261702c3c2f6465766963652f696e666f726d2f626f6f743e3b7469746c653d6465766963652f696e666f726d2f626f6f742c3c2f6465766963652f696e666f726d2f73796e637265713e3b7469746c653d6465766963652f696e666f726d2f73796e637265712c3c2f6465766963652f696e666f726d2f6f66666c696e653e3b7469746c653d6465766963652f696e666f726d2f6f66666c696e652c3c2f6465766963652f696e666f726d2f6865617274626561743e3b7469746c653d6465766963652f696e666f726d2f6865617274626561742c3c2f6465766963652f696e666f726d2f646174613e3b7469746c653d6465766963652f696e666f726d2f646174612c3c2f6173796e633e3b63743d30,,,,,0,0,2025-10-28T15:53:24.677+0100,1761663204,677842
51.83.88.193,3243791155,192.168.0.123,2063640768,16050,50,icmp,0,,,,,51.83.88.193,3,3,port unreachable,0,0,2025-10-28T15:53:24.861+0100,1761663204,861568
59.89.21.104,1746229563,192.168.0.123,2063640768,0,51,udp,1,5683,33783,991,60457d70c128ff3c2f716c696e6b3e2c3c2f716c696e6b2f61636b3e3b7469746c653d22516c696e6b2d41434b205265736f75726365222c3c2f716c696e6b2f726571756573743e3b7469746c653d22516c696e6b2d52657175657374205265736f75726365222c3c2f716c696e6b2f73656172636867773e3b7469746c653d225365617263684757205265736f75726365222c3c2f716c696e6b2f737563636573733e3b7469746c653d22516c696e6b2d53756363657373205265736f75726365222c3c2f716c696e6b2f776c616e746573743e3b7469746c653d22516c696e6b2d574c414e205265736f75726365222c3c2f67773e2c3c2f67772f71756572793e2c3c2f67772f71756572792f446961676e6f746f72436f6e6e656374696f6e3e3b7469746c653d22436f6e6e65637420546f20446961676e6f746f72222c3c2f67772f71756572792f6170646576696365733e3b7469746c653d22496e666f726d2044617461205265736f75726365222c3c2f67772f71756572792f636f6e6669673e3b7469746c653d22636f6e6669672d70726f70657274696573205265736f75726365222c3c2f62617369633e2c3c2f62617369632f7265676973743e3b7469746c653d22516c696e6b2d526567697374205265736f75726365222c3c2f62617369632f73686f773e3b7469746c653d22516c696e6b2d53484f57205265736f75726365222c3c2f6465766963653e2c3c2f6465766963652f636f6d6d616e643e2c3c2f6465766963652f636f6d6d616e642f636f6e74726f6c3e3b7469746c653d2244657669636520436f6e74726f6c205265736f75726365222c3c2f6465766963652f636f6d6d616e642f646174613e3b7469746c653d22436f6e74726f6c2044617461205265736f75726365222c3c2f6465766963652f696e666f726d3e2c3c2f6465766963652f696e666f726d2f626f6f743e3b7469746c653d22426f6f742d52657175657374205265736f75726365222c3c2f6465766963652f696e666f726d2f626f6f7473747261703e3b7469746c653d22626f6f7473747261702d52657175657374205265736f75726365222c3c2f6465766963652f696e666f726d2f646174613e3b6f62733b7469746c653d22496e666f726d2044617461205265736f75726365222c3c2f6465766963652f696e666f726d2f6865617274626561743e3b7469746c653d22486561727442656174205265736f75726365222c3c2f6465766963652f696e666f726d2f6f66666c696e653e3b7469746c653d224368696c64446576696365204f66666c696e65205265736f75726365222c3c2f2e77656c6c2d6b6e6f776e2f636f72653e,,,,,0,0,2025-10-28T15:53:25.417+0100,1761663205,417815
