saddr,saddr_raw,daddr,daddr_raw,ipid,ttl,classification,success,sport,dport,udp_pkt_size,data,icmp_responder,icmp_type,icmp_code,icmp_unreach_str,repeat,cooldown,timestamp_str,timestamp_ts,timestamp_us,version,mtype,token-length,code,mid,token,options
132.229.236.40,686613892,192.168.0.123,2063640768,8798,53,udp,1,5683,42033,12,,,,,,0,1,2025-10-23T15:24:10.992+0200,1761225850,992481,1,2,0,4.01 Unauthorized,32112,,
153.5.78.206,3461219737,192.168.0.123,2063640768,16528,49,udp,1,5683,53788,121,"</fw>,</efento>,</efento/c>,</efento/i>,</efento/m>,</efento/t>,</sw>,</api>,</api/v1>,</.well-known/core>",,,,,0,1,2025-10-23T15:24:11.015+0200,1761225851,15910,1,2,0,2.05 Content,32112,,"{""CONTENT_FORMAT"": ""LINKFORMAT""}"
145.255.233.118,1995046801,192.168.0.123,2063640768,39602,51,udp,1,5683,44836,99,"</register>,</ndm/dis>,</ndm/ci>,</mirror>,</uhp>,</ndm/logout>,</ndm/login>,</info>",,,,,0,1,2025-10-23T15:24:11.017+0200,1761225851,17805,1,2,0,2.05 Content,32112,,"{""CONTENT_FORMAT"": ""LINKFORMAT""}"
159.224.254.156,2633949343,192.168.0.123,2063640768,40847,53,udp,1,5683,46400,99,"</register>,</ndm/dis>,</ndm/ci>,</mirror>,</uhp>,</ndm/logout>,</ndm/login>,</info>",,,,,0,1,2025-10-23T15:24:11.022+0200,1761225851,22016,1,2,0,2.05 Content,32112,,"{""CONTENT_FORMAT"": ""LINKFORMAT""}"
134.17.4.92,1543770502,192.168.0.123,2063640768,35120,52,udp,1,5683,34750,77,"</ndm/dis>,</ndm/ci>,</uhp>,</ndm/logout>,</ndm/login>,</info>",,,,,0,1,2025-10-23T15:24:11.034+0200,1761225851,34326,1,2,0,2.05 Content,32112,,"{""CONTENT_FORMAT"": ""LINKFORMAT""}"
134.90.158.183,3080608390,192.168.0.123,2063640768,8766,47,udp,1,5683,35295,99,"</register>,</ndm/dis>,</ndm/ci>,</mirror>,</uhp>,</ndm/logout>,</ndm/login>,</info>",,,,,0,1,2025-10-23T15:24:11.040+0200,1761225851,40220,1,2,0,2.05 Content,32112,,"{""CONTENT_FORMAT"": ""LINKFORMAT""}"
128.204.163.221,3718499456,192.168.0.123,2063640768,37493,53,udp,1,5683,34135,99,"</register>,</ndm/dis>,</ndm/ci>,</mirror>,</uhp>,</ndm/logout>,</ndm/login>,</info>",,,,,0,1,2025-10-23T15:24:11.056+0200,1761225851,56422,1,2,0,2.05 Content,32112,,"{""CONTENT_FORMAT"": ""LINKFORMAT""}"
128.204.176.12,212913280,192.168.0.123,2063640768,35958,53,udp,1,5683,43459,99,"</register>,</ndm/dis>,</ndm/ci>,</mirror>,</uhp>,</ndm/logout>,</ndm/login>,</info>",,,,,0,1,2025-10-23T15:24:11.060+0200,1761225851,60187,1,2,0,2.05 Content,32112,,"{""CONTENT_FORMAT"": ""LINKFORMAT""}"
134.255.148.217,3650420614,192.168.0.123,2063640768,18476,54,udp,1,5683,58764,99,"</register>,</ndm/dis>,</ndm/ci>,</mirror>,</uhp>,</ndm/logout>,</ndm/login>,</info>",,,,,0,1,2025-10-23T15:24:11.064+0200,1761225851,64790,1,2,0,2.05 Content,32112,,"{""CONTENT_FORMAT"": ""LINKFORMAT""}"
146.120.105.82,1382643858,192.168.0.123,2063640768,23009,49,udp,1,5683,44476,99,"</register>,</ndm/dis>,</ndm/ci>,</mirror>,</uhp>,</ndm/logout>,</ndm/login>,</info>",,,,,0,1,2025-10-23T15:24:11.068+0200,1761225851,68855,1,2,0,2.05 Content,32112,,"{""CONTENT_FORMAT"": ""LINKFORMAT""}"
128.73.170.56,950684032,192.168.0.123,2063640768,39682,51,udp,1,5683,55890,99,"</register>,</ndm/dis>,</ndm/ci>,</mirror>,</uhp>,</ndm/logout>,</ndm/login>,</info>",,,,,0,1,2025-10-23T15:24:11.073+0200,1761225851,73112,1,2,0,2.05 Content,32112,,"{""CONTENT_FORMAT"": ""LINKFORMAT""}"
158.58.131.178,2994944670,192.168.0.123,2063640768,51574,45,udp,1,5683,60388,99,"</register>,</ndm/dis>,</ndm/ci>,</mirror>,</uhp>,</ndm/logout>,</ndm/login>,</info>",,,,,0,1,2025-10-23T15:24:11.076+0200,1761225851,76492,1,2,0,2.05 Content,32112,,"{""CONTENT_FORMAT"": ""LINKFORMAT""}"
