saddr,saddr_raw,daddr,daddr_raw,ipid,ttl,classification,success,sport,dport,udp_pkt_size,data,icmp_responder,icmp_type,icmp_code,icmp_unreach_str,repeat,cooldown,timestamp_str,timestamp_ts,timestamp_us,version,mtype,token-length,code,mid,token,options
172.238.126.117,1971252908,192.168.0.123,2063640768,1147,48,udp,1,5683,55414,29,,,,,,0,1,2025-10-23T16:26:32.324+0200,1761229592,324566,1,0,0,GET,32112,,"{""URI_PATH"": "".well-known""}"
176.227.191.88,1488970672,192.168.0.123,2063640768,49239,55,udp,1,5683,39049,99,"</register>,</ndm/dis>,</ndm/ci>,</mirror>,</uhp>,</ndm/logout>,</ndm/login>,</info>",,,,,0,1,2025-10-23T16:26:32.347+0200,1761229592,347805,1,2,0,2.05 Content,32112,,"{""CONTENT_FORMAT"": ""LINKFORMAT""}"
188.32.72.46,776478908,192.168.0.123,2063640768,5746,53,udp,1,5683,55014,77,"</ndm/dis>,</ndm/ci>,</uhp>,</ndm/logout>,</ndm/login>,</info>",,,,,0,1,2025-10-23T16:26:32.351+0200,1761229592,351797,1,2,0,2.05 Content,32112,,"{""CONTENT_FORMAT"": ""LINKFORMAT""}"
188.116.176.139,2343597244,192.168.0.123,2063640768,52274,49,udp,1,5683,37271,99,"</register>,</ndm/dis>,</ndm/ci>,</mirror>,</uhp>,</ndm/logout>,</ndm/login>,</info>",,,,,0,1,2025-10-23T16:26:32.353+0200,1761229592,353008,1,2,0,2.05 Content,32112,,"{""CONTENT_FORMAT"": ""LINKFORMAT""}"
172.238.111.170,2859462316,192.168.0.123,2063640768,46523,48,udp,1,5683,45300,29,,,,,,0,1,2025-10-23T16:26:32.354+0200,1761229592,354280,1,0,0,GET,32112,,"{""URI_PATH"": "".well-known""}"
176.62.189.81,1371356848,192.168.0.123,2063640768,20787,55,udp,1,5683,58235,77,"</ndm/dis>,</ndm/ci>,</uhp>,</ndm/logout>,</ndm/login>,</info>",,,,,0,1,2025-10-23T16:26:32.371+0200,1761229592,371898,1,2,0,2.05 Content,32112,,"{""CONTENT_FORMAT"": ""LINKFORMAT""}"
176.120.236.209,3521935536,192.168.0.123,2063640768,21609,54,udp,1,5683,48852,99,"</register>,</ndm/dis>,</ndm/ci>,</mirror>,</uhp>,</ndm/logout>,</ndm/login>,</info>",,,,,0,1,2025-10-23T16:26:32.376+0200,1761229592,376604,1,2,0,2.05 Content,32112,,"{""CONTENT_FORMAT"": ""LINKFORMAT""}"
178.208.242.236,3975336114,192.168.0.123,2063640768,5592,53,udp,1,5683,37937,99,"</register>,</ndm/dis>,</ndm/ci>,</mirror>,</uhp>,</ndm/logout>,</ndm/login>,</info>",,,,,0,1,2025-10-23T16:26:32.376+0200,1761229592,376747,1,2,0,2.05 Content,32112,,"{""CONTENT_FORMAT"": ""LINKFORMAT""}"
176.12.97.214,3596684464,192.168.0.123,2063640768,23434,46,udp,1,5683,34829,77,"</ndm/dis>,</ndm/ci>,</uhp>,</ndm/logout>,</ndm/login>,</info>",,,,,0,1,2025-10-23T16:26:32.381+0200,1761229592,381751,1,2,0,2.05 Content,32112,,"{""CONTENT_FORMAT"": ""LINKFORMAT""}"
176.195.29.164,2753414064,192.168.0.123,2063640768,36771,243,udp,1,5683,58265,99,"</register>,</ndm/dis>,</ndm/ci>,</mirror>,</uhp>,</ndm/logout>,</ndm/login>,</info>",,,,,0,1,2025-10-23T16:26:32.384+0200,1761229592,384827,1,2,0,2.05 Content,32112,,"{""CONTENT_FORMAT"": ""LINKFORMAT""}"
176.100.103.190,3194447024,192.168.0.123,2063640768,6736,52,udp,1,5683,52313,99,"</register>,</ndm/dis>,</ndm/ci>,</mirror>,</uhp>,</ndm/logout>,</ndm/login>,</info>",,,,,0,1,2025-10-23T16:26:32.402+0200,1761229592,402268,1,2,0,2.05 Content,32112,,"{""CONTENT_FORMAT"": ""LINKFORMAT""}"
