saddr,saddr_raw,daddr,daddr_raw,ipid,ttl,classification,success,sport,dport,udp_pkt_size,data,icmp_responder,icmp_type,icmp_code,icmp_unreach_str,repeat,cooldown,timestamp_str,timestamp_ts,timestamp_us,version,mtype,token-length,code,mid,token,options
1.194.53.23,389399041,192.168.0.123,2063640768,22462,50,udp,1,5683.0,37417.0,12.0,,,,,,0,0,2025-10-15T12:14:32.239+0200,1760523272,239735,1.0,2.0,0.0,4.00 Bad Request,32112.0,,
2.194.86.25,425116162,192.168.0.123,2063640768,0,51,udp,1,5683.0,33014.0,774.0,"</>;title=""General Info"";ct=0,</station>;title=""Station info"";ct=50,</elements>;title=""Element list"";ct=50,</status>;title=""Get station status"";ct=50,</reboot.py>;title=""Reboot Station"";ct=50,</adv/photo>;title=""Photo"";ct=22,</adv/data>;title=""Data"";ct=50,</adv/blocks>;title=""Blocks"";ct=50,</adv/photoproperties>;title=""Photo properties"";ct=50,</adv/reports>;title=""Alarm reports"";ct=50,</adv/reportitems>;title=""Arlarm report items"";ct=50,</adv/reportitemxml>;title=""Alarm report in xml format"";ct=41,</adv/reportitemphoto>;title=""Alarm photo"";ct=22,</cfg/cfg>;title=""Station configuration"";ct=42,</cfg/cfgverify>;title=""Check configuration after upload"";ct=50,</cfg/template>;title=""Station template"";ct=42,</cfg/setstatus>;title=""Set station status"";ct=50",,,,,0,0,2025-10-15T12:15:03.203+0200,1760523303,203400,1.0,2.0,0.0,2.05 Content,32112.0,,"{""CONTENT_FORMAT"": ""LINKFORMAT""}"
5.3.170.250,4205445893,192.168.0.123,2063640768,47886,54,udp,1,5683.0,45046.0,99.0,"</register>,</ndm/dis>,</ndm/ci>,</mirror>,</uhp>,</ndm/logout>,</ndm/login>,</info>",,,,,0,0,2025-10-15T12:17:01.851+0200,1760523421,851659,1.0,2.0,0.0,2.05 Content,32112.0,,"{""CONTENT_FORMAT"": ""LINKFORMAT""}"
5.165.45.11,187540741,192.168.0.123,2063640768,11084,54,udp,1,5683.0,45426.0,99.0,"</register>,</ndm/dis>,</ndm/ci>,</mirror>,</uhp>,</ndm/logout>,</ndm/login>,</info>",,,,,0,0,2025-10-15T12:17:12.860+0200,1760523432,860015,1.0,2.0,0.0,2.05 Content,32112.0,,"{""CONTENT_FORMAT"": ""LINKFORMAT""}"
31.192.61.202,3393044511,192.168.0.123,2063640768,47768,53,udp,1,5683.0,33134.0,99.0,"</register>,</ndm/dis>,</ndm/ci>,</mirror>,</uhp>,</ndm/logout>,</ndm/login>,</info>",,,,,0,0,2025-10-15T12:17:22.177+0200,1760523442,177684,1.0,2.0,0.0,2.05 Content,32112.0,,"{""CONTENT_FORMAT"": ""LINKFORMAT""}"
31.202.36.27,455395871,192.168.0.123,2063640768,46854,56,udp,1,5683.0,55145.0,99.0,"</register>,</ndm/dis>,</ndm/ci>,</mirror>,</uhp>,</ndm/logout>,</ndm/login>,</info>",,,,,0,0,2025-10-15T12:18:42.364+0200,1760523522,364568,1.0,2.0,0.0,2.05 Content,32112.0,,"{""CONTENT_FORMAT"": ""LINKFORMAT""}"
27.152.73.225,3779696667,192.168.0.123,2063640768,54674,50,udp,1,5683.0,40058.0,1301.0,"</>;title=""General Info"";ct=0,</qlink/searchdevice>;title=""searchdevice"";obs,</qlink/netinfo>;title=""netinfo"";obs,</qlink/searchack>;title=""searchack"";obs,</device/command/unbind>;title=""unbind"";obs,</device/command/file>;title=""file"";obs,</device/command/log>;title=""log"";obs,</device/command/selfdetect>;title=""selfdetect"";obs,</qlink/searchdevice?true>;title=""searchdevice?true"";obs,</qlink/searchRouter?true>;title=""searchRouter?true"";obs,</qlink/guide?true>;title=""guide?true"";obs,</qlink/request?true>;title=""request?true"";obs,</apdevice/control/WiFiParameterSync>;title=""WiFiParameterSync"";obs,</apdevice/control/WiFiSwitch>;title=""WiFiSwitch"";obs,</apdevice/control/RadioConfig>;title=""RadioConfig"";obs,</apdevice/control/WPS>;title=""WPS"";obs,</apdevice/control/MacFilter>;title=""MacFilter"";obs,</apdevice/control/Reboot>;title=""Reboot"";obs,</apdevice/control/LEDControl>;title=""LEDControl"";obs,</apdevice/control/RoamingConfig>;title=""RoamingConfig"";obs,</apdevice/query/ApConfigInfo>;title=""ApConfigInfo"";obs,</apdevice/query/UplinkStatus>;title=""UplinkStatus"";obs,</apdevice/query/STAInfo>;title=""STAInfo"";obs,</apdevice/query/WiFiStats>;title=""WiFiStats"";obs,</apdevice/query/WiFiStatus>;title=""WiFiStatus"";obs,</apdevice/query/WlanNeighborInfo>;title=""WlanNeighborInfo"";obs",,,,,0,0,2025-10-15T12:19:28.156+0200,1760523568,156041,1.0,2.0,0.0,2.05 Content,32112.0,,"{""CONTENT_FORMAT"": ""LINKFORMAT""}"
31.148.46.208,3492713503,192.168.0.123,2063640768,27045,53,udp,1,5683.0,50903.0,99.0,"</register>,</ndm/dis>,</ndm/ci>,</mirror>,</uhp>,</ndm/logout>,</ndm/login>,</info>",,,,,0,0,2025-10-15T12:20:50.741+0200,1760523650,741616,1.0,2.0,0.0,2.05 Content,32112.0,,"{""CONTENT_FORMAT"": ""LINKFORMAT""}"
18.194.24.148,2484650514,192.168.0.123,2063640768,36241,118,udp,1,5683.0,59851.0,117.0,"</api>,</api/v1>;obs,</efento>;obs,</efento/c>,</efento/i>,</efento/m>,</efento/t>,</fw>;obs,</sw>;obs",,,,,0,0,2025-10-15T12:22:43.788+0200,1760523763,788818,1.0,2.0,0.0,2.05 Content,32112.0,,"{""CONTENT_FORMAT"": ""LINKFORMAT""}"
31.23.24.194,3256358687,192.168.0.123,2063640768,9923,54,udp,1,5683.0,36490.0,99.0,"</register>,</ndm/dis>,</ndm/ci>,</mirror>,</uhp>,</ndm/logout>,</ndm/login>,</info>",,,,,0,0,2025-10-15T12:22:59.110+0200,1760523779,110762,1.0,2.0,0.0,2.05 Content,32112.0,,"{""CONTENT_FORMAT"": ""LINKFORMAT""}"
