saddr,saddr_raw,daddr,daddr_raw,ipid,ttl,classification,success,sport,dport,udp_pkt_size,data,icmp_responder,icmp_type,icmp_code,icmp_unreach_str,repeat,cooldown,timestamp_str,timestamp_ts,timestamp_us,observable,version,mtype,token,token_length,code,mid,options,data_length,uri
5.43.153.220,3701025541,192.168.0.123,2063640768,52229,54,udp,1,5683,59480,77,"</ndm/dis>,</ndm/ci>,</uhp>,</ndm/logout>,</ndm/login>,</info>",,,,,0,0,2025-11-01T09:48:36.136+0100,1761986916,136182,3,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""LINKFORMAT""}",62,/.well-known/core
5.138.232.173,2917698053,192.168.0.123,2063640768,11891,54,udp,1,5683,46033,99,"</register>,</ndm/dis>,</ndm/ci>,</mirror>,</uhp>,</ndm/logout>,</ndm/login>,</info>",,,,,0,0,2025-11-01T09:51:59.126+0100,1761987119,126388,3,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""LINKFORMAT""}",84,/.well-known/core
1.0.208.229,3855613953,192.168.0.123,2063640768,33110,49,udp,1,5683,46708,575,"</>;title=""General Info"";ct=0,</qlink/searchfh>;title=qlink/searchfh,</qlink/searchgw>;title=qlink/searchgw,</qlink/request>;title=qlink/request,</qlink/success>;title=qlink/success,</device/inform/bootstrap>;title=device/inform/bootstrap,</device/inform/boot>;title=device/inform/boot,</device/inform/syncreq>;title=device/inform/syncreq,</device/inform/offline>;title=device/inform/offline,</device/inform/heartbeat>;title=device/inform/heartbeat,</device/inform/data>;title=device/inform/data,</device/inform/change>;title=device/inform/change,</async>;ct=0",,,,,0,0,2025-11-01T09:52:08.758+0100,1761987128,758184,3,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""LINKFORMAT""}",560,/.well-known/core
5.42.88.179,3008899589,192.168.0.123,2063640768,20401,52,udp,1,5683,57415,99,"</register>,</ndm/dis>,</ndm/ci>,</mirror>,</uhp>,</ndm/logout>,</ndm/login>,</info>",,,,,0,0,2025-11-01T09:52:22.058+0100,1761987142,58155,3,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""LINKFORMAT""}",84,/.well-known/core
1.57.115.88,1483946241,192.168.0.123,2063640768,16962,36,udp,1,5683,41917,112,"</qlink/searchdevice>;title=""QLINK-FIND Resource"",</qlink/netinfo>;title=""QLINK-NETINFO Resource""",,,,,0,0,2025-11-01T10:00:10.249+0100,1761987610,249861,3,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""LINKFORMAT""}",97,/.well-known/core
31.128.204.48,818708511,192.168.0.123,2063640768,44961,46,udp,1,5683,54250,99,"</register>,</ndm/dis>,</ndm/ci>,</mirror>,</uhp>,</ndm/logout>,</ndm/login>,</info>",,,,,0,0,2025-11-01T10:00:14.798+0100,1761987614,798354,3,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""LINKFORMAT""}",84,/.well-known/core
18.157.90.121,2035981586,192.168.0.123,2063640768,10273,118,udp,1,5683,38411,147,"</.well-known/core>;ct=""40"",</uplink>,</shadow>,</file>,<https://christian.amsuess.com/tools/aiocoap/#version-0.4.7>;rel=""impl-info""",,,,,0,0,2025-11-01T10:02:51.775+0100,1761987771,775921,3,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""LINKFORMAT""}",132,/.well-known/core
31.44.183.208,3501665311,192.168.0.123,2063640768,38856,53,udp,1,5683,37784,99,"</register>,</ndm/dis>,</ndm/ci>,</mirror>,</uhp>,</ndm/logout>,</ndm/login>,</info>",,,,,0,0,2025-11-01T10:02:53.108+0100,1761987773,108216,3,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""LINKFORMAT""}",84,/.well-known/core
31.148.62.199,3342767135,192.168.0.123,2063640768,882,53,udp,1,5683,33389,99,"</register>,</ndm/dis>,</ndm/ci>,</mirror>,</uhp>,</ndm/logout>,</ndm/login>,</info>",,,,,0,0,2025-11-01T10:02:56.660+0100,1761987776,660382,3,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""LINKFORMAT""}",84,/.well-known/core
5.172.27.61,1025223685,192.168.0.123,2063640768,37413,53,udp,1,5683,53515,99,"</register>,</ndm/dis>,</ndm/ci>,</mirror>,</uhp>,</ndm/logout>,</ndm/login>,</info>",,,,,0,0,2025-11-01T10:06:46.948+0100,1761988006,948845,3,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""LINKFORMAT""}",84,/.well-known/core
5.143.50.180,3023212293,192.168.0.123,2063640768,57596,54,udp,1,5683,48830,99,"</register>,</ndm/dis>,</ndm/ci>,</mirror>,</uhp>,</ndm/logout>,</ndm/login>,</info>",,,,,0,0,2025-11-01T10:08:43.359+0100,1761988123,359671,3,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""LINKFORMAT""}",84,/.well-known/core
1.192.48.41,691060737,192.168.0.123,2063640768,51195,50,udp,1,5683,35417,12,,,,,,0,0,2025-11-01T10:12:39.025+0100,1761988359,25441,3,1,2,,0,4.00 Bad Request,32112,,0,/.well-known/core
5.180.180.204,3434394629,192.168.0.123,2063640768,34276,56,udp,1,5683,50975,297,"</.well-known/core>;ct=""40"",</.well-known/rd>,</resourcedirectory/>;ct=""40"";rt=""core.rd"",</endpoint-lookup/>;ct=""40"";rt=""core.rd-lookup-ep"";obs,</resource-lookup/>;ct=""40"";rt=""core.rd-lookup-res"";obs,<https://christian.amsuess.com/tools/aiocoap/#version-0.4.7.post0>;rel=""impl-info""",,,,,0,0,2025-11-01T10:15:35.682+0100,1761988535,682798,3,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""LINKFORMAT""}",282,/.well-known/core
5.167.172.249,4188841733,192.168.0.123,2063640768,51540,54,udp,1,5683,58525,99,"</register>,</ndm/dis>,</ndm/ci>,</mirror>,</uhp>,</ndm/logout>,</ndm/login>,</info>",,,,,0,0,2025-11-01T10:16:07.191+0100,1761988567,191540,3,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""LINKFORMAT""}",84,/.well-known/core
27.13.81.17,290524443,192.168.0.123,2063640768,14056,38,udp,1,5683,54972,1301,"</>;title=""General Info"";ct=0,</qlink/searchdevice>;title=""searchdevice"";obs,</qlink/netinfo>;title=""netinfo"";obs,</qlink/searchack>;title=""searchack"";obs,</device/command/unbind>;title=""unbind"";obs,</device/command/file>;title=""file"";obs,</device/command/log>;title=""log"";obs,</device/command/selfdetect>;title=""selfdetect"";obs,</qlink/searchdevice?true>;title=""searchdevice?true"";obs,</qlink/searchRouter?true>;title=""searchRouter?true"";obs,</qlink/guide?true>;title=""guide?true"";obs,</qlink/request?true>;title=""request?true"";obs,</apdevice/control/WiFiParameterSync>;title=""WiFiParameterSync"";obs,</apdevice/control/WiFiSwitch>;title=""WiFiSwitch"";obs,</apdevice/control/RadioConfig>;title=""RadioConfig"";obs,</apdevice/control/WPS>;title=""WPS"";obs,</apdevice/control/MacFilter>;title=""MacFilter"";obs,</apdevice/control/Reboot>;title=""Reboot"";obs,</apdevice/control/LEDControl>;title=""LEDControl"";obs,</apdevice/control/RoamingConfig>;title=""RoamingConfig"";obs,</apdevice/query/ApConfigInfo>;title=""ApConfigInfo"";obs,</apdevice/query/UplinkStatus>;title=""UplinkStatus"";obs,</apdevice/query/STAInfo>;title=""STAInfo"";obs,</apdevice/query/WiFiStats>;title=""WiFiStats"";obs,</apdevice/query/WiFiStatus>;title=""WiFiStatus"";obs,</apdevice/query/WlanNeighborInfo>;title=""WlanNeighborInfo"";obs",,,,,0,0,2025-11-01T10:18:41.094+0100,1761988721,94070,3,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""LINKFORMAT""}",1286,/.well-known/core
