saddr,saddr_raw,daddr,daddr_raw,ipid,ttl,classification,success,sport,dport,udp_pkt_size,data,icmp_responder,icmp_type,icmp_code,icmp_unreach_str,repeat,cooldown,timestamp_str,timestamp_ts,timestamp_us,observable,version,mtype,token,token_length,code,mid,options,data_length,uri
5.79.225.162,2732674821,192.168.0.123,2063640768,12682,53,udp,1,5683,33652,99,"</register>,</ndm/dis>,</ndm/ci>,</mirror>,</uhp>,</ndm/logout>,</ndm/login>,</info>",,,,,0,0,2025-10-31T18:05:52.609+0100,1761930352,609931,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""LINKFORMAT""}",84,/.well-known/core
24.156.162.105,1772264472,192.168.0.123,2063640768,31814,47,udp,1,5683,45627,575,"</>;title=""General Info"";ct=0,</qlink/searchfh>;title=qlink/searchfh,</qlink/searchgw>;title=qlink/searchgw,</qlink/request>;title=qlink/request,</qlink/success>;title=qlink/success,</device/inform/bootstrap>;title=device/inform/bootstrap,</device/inform/boot>;title=device/inform/boot,</device/inform/syncreq>;title=device/inform/syncreq,</device/inform/offline>;title=device/inform/offline,</device/inform/heartbeat>;title=device/inform/heartbeat,</device/inform/data>;title=device/inform/data,</device/inform/change>;title=device/inform/change,</async>;ct=0",,,,,0,0,2025-10-31T18:05:59.515+0100,1761930359,515271,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""LINKFORMAT""}",560,/.well-known/core
13.125.238.60,1022262541,192.168.0.123,2063640768,52591,38,udp,1,5683,50470,121,"</fw>,</efento>,</efento/c>,</efento/i>,</efento/m>,</efento/t>,</sw>,</api>,</api/v1>,</.well-known/core>",,,,,0,0,2025-10-31T18:06:03.728+0100,1761930363,728688,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""LINKFORMAT""}",106,/.well-known/core
1.192.88.90,1515765761,192.168.0.123,2063640768,34299,50,udp,1,5683,37556,12,,,,,,0,0,2025-10-31T18:07:25.057+0100,1761930445,57883,False,1,2,,0,4.00 Bad Request,32112,,0,/.well-known/core
31.171.196.29,499428127,192.168.0.123,2063640768,46266,54,udp,1,5683,38623,99,"</register>,</ndm/dis>,</ndm/ci>,</mirror>,</uhp>,</ndm/logout>,</ndm/login>,</info>",,,,,0,0,2025-10-31T18:10:06.153+0100,1761930606,153249,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""LINKFORMAT""}",84,/.well-known/core
27.222.174.173,2913918491,192.168.0.123,2063640768,4962,38,udp,1,5683,36233,112,"</qlink/searchdevice>;title=""QLINK-FIND Resource"",</qlink/netinfo>;title=""QLINK-NETINFO Resource""",,,,,0,0,2025-10-31T18:10:22.886+0100,1761930622,886248,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""LINKFORMAT""}",97,/.well-known/core
31.207.207.50,852479775,192.168.0.123,2063640768,11539,53,udp,1,5683,53463,99,"</register>,</ndm/dis>,</ndm/ci>,</mirror>,</uhp>,</ndm/logout>,</ndm/login>,</info>",,,,,0,0,2025-10-31T18:12:16.127+0100,1761930736,127639,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""LINKFORMAT""}",84,/.well-known/core
2.63.22.252,4229316354,192.168.0.123,2063640768,32528,54,udp,1,5683,43654,99,"</register>,</ndm/dis>,</ndm/ci>,</mirror>,</uhp>,</ndm/logout>,</ndm/login>,</info>",,,,,0,0,2025-10-31T18:14:09.689+0100,1761930849,689592,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""LINKFORMAT""}",84,/.well-known/core
31.28.192.106,1790975007,192.168.0.123,2063640768,47905,54,udp,1,5683,52115,99,"</register>,</ndm/dis>,</ndm/ci>,</mirror>,</uhp>,</ndm/logout>,</ndm/login>,</info>",,,,,0,0,2025-10-31T18:14:13.123+0100,1761930853,123299,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""LINKFORMAT""}",84,/.well-known/core
13.202.217.244,4107913741,192.168.0.123,2063640768,31240,50,udp,1,5683,40448,117,"</api>,</api/v1>;obs,</efento>;obs,</efento/c>,</efento/i>,</efento/m>,</efento/t>,</fw>;obs,</sw>;obs",,,,,0,0,2025-10-31T18:14:18.839+0100,1761930858,839255,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""LINKFORMAT""}",102,/.well-known/core
