saddr,uri,version,mtype,token-length,code,mid,token,options,payload,payload-length,observable,user_inserted
223.86.110.247,/device/inform/data,1.0,2.0,2.0,2.05 Content,42190.0,4ca0,"{""OBSERVE"": ""0"", ""CONTENT_FORMAT"": ""TEXT""}","
 postRequestText: null",23.0,0.0,False
195.201.229.48,/efento/t,1.0,2.0,2.0,2.05 Content,29362.0,db04,"{""OBSERVE"": ""0""}",b'h\xf6N\x88',4.0,1.0,False
223.87.162.37,/device/inform/data,1.0,2.0,2.0,2.05 Content,42196.0,4ca6,"{""OBSERVE"": ""0"", ""CONTENT_FORMAT"": ""TEXT""}","
 postRequestText: null",23.0,0.0,False
223.86.110.194,/device/inform/data,1.0,2.0,2.0,2.05 Content,42197.0,4ca7,"{""OBSERVE"": ""0"", ""CONTENT_FORMAT"": ""TEXT""}","
 postRequestText: null",23.0,0.0,False
206.221.80.2,/device/inform/data,1.0,2.0,2.0,2.05 Content,60522.0,a78d,"{""OBSERVE"": ""0"", ""CONTENT_FORMAT"": ""TEXT""}","
 postRequestText: null",23.0,0.0,False
223.108.137.14,/device/inform/data,1.0,2.0,2.0,2.05 Content,53983.0,822e,"{""OBSERVE"": ""0"", ""CONTENT_FORMAT"": ""TEXT""}","
 postRequestText: null",23.0,0.0,False
203.158.192.168,/efento/t,1.0,2.0,2.0,2.05 Content,29380.0,db16,"{""OBSERVE"": ""0""}",b'h\xf6N%',4.0,1.0,False
211.139.166.155,/device/inform/data,1.0,2.0,2.0,2.05 Content,60524.0,a78f,"{""OBSERVE"": ""0"", ""CONTENT_FORMAT"": ""TEXT""}","
 postRequestText: null",23.0,0.0,False
223.72.35.50,/device/inform/data,1.0,2.0,2.0,2.05 Content,42201.0,4cab,"{""OBSERVE"": ""0"", ""CONTENT_FORMAT"": ""TEXT""}","
 postRequestText: null",23.0,0.0,False
221.182.87.217,/device/inform/data,1.0,2.0,2.0,2.05 Content,42202.0,4cac,"{""OBSERVE"": ""0"", ""CONTENT_FORMAT"": ""TEXT""}","
 postRequestText: null",23.0,0.0,False
221.182.87.112,/device/inform/data,1.0,2.0,2.0,2.05 Content,42203.0,4cad,"{""OBSERVE"": ""0"", ""CONTENT_FORMAT"": ""TEXT""}","
 postRequestText: null",23.0,0.0,False
223.82.93.244,/device/inform/data,1.0,2.0,2.0,2.05 Content,60529.0,a794,"{""OBSERVE"": ""0"", ""CONTENT_FORMAT"": ""TEXT""}","
 postRequestText: null",23.0,0.0,False
218.207.141.68,/device/inform/data,1.0,2.0,2.0,2.05 Content,42206.0,4cb0,"{""OBSERVE"": ""0"", ""CONTENT_FORMAT"": ""TEXT""}","
 postRequestText: null",23.0,0.0,False
211.136.223.52,/device/inform/data,1.0,2.0,2.0,2.05 Content,42207.0,4cb1,"{""OBSERVE"": ""0"", ""CONTENT_FORMAT"": ""TEXT""}","
 postRequestText: null",23.0,0.0,False
223.72.32.14,/device/inform/data,1.0,2.0,2.0,2.05 Content,42208.0,4cb2,"{""OBSERVE"": ""0"", ""CONTENT_FORMAT"": ""TEXT""}","
 postRequestText: null",23.0,0.0,False
223.108.174.186,/device/inform/data,1.0,2.0,2.0,2.05 Content,42209.0,4cb3,"{""OBSERVE"": ""0"", ""CONTENT_FORMAT"": ""TEXT""}","
 postRequestText: null",23.0,0.0,False
220.200.245.129,/device/inform/data,1.0,2.0,2.0,2.05 Content,60534.0,a799,"{""OBSERVE"": ""0"", ""CONTENT_FORMAT"": ""TEXT""}","
 postRequestText: null",23.0,0.0,False
